Area (sqft),Bedrooms,Bathrooms,Floors,Age (years),Location Quality,Price (USD)
1414.5,2.0,,2.0,41.0,4.0,209434.23
3928.09,4.0,2.0,2.0,30.0,5.0,470111.16
2239.43,1.0,2.0,1.0,21.0,8.0,328876.3
2800.74,5.0,1.0,1.0,5.0,,363584.49
2715.46,4.0,3.0,2.0,32.0,3.0,332851.84
3097.76,2.0,1.0,1.0,28.0,2.0,339788.2
4395.1,1.0,2.0,1.0,20.0,6.0,529446.67
4913.33,4.0,3.0,1.0,29.0,6.0,590051.28
2334.13,3.0,1.0,1.0,20.0,7.0,319832.65
4223.84,5.0,3.0,2.0,35.0,8.0,558789.37
3940.38,1.0,2.0,2.0,21.0,4.0,463389.67
3080.88,4.0,3.0,1.0,45.0,8.0,414685.75
4802.21,1.0,3.0,1.0,19.0,1.0,513376.11
1402.14,3.0,2.0,,21.0,6.0,213388.89
991.69,2.0,3.0,2.0,39.0,6.0,197088.53
4342.83,4.0,1.0,2.0,10.0,3.0,495323.67
2476.17,1.0,3.0,2.0,46.0,9.0,367118.6
4311.36,1.0,,2.0,,5.0,473814.96
4518.91,1.0,3.0,1.0,39.0,,480282.43
781.06,2.0,3.0,1.0,,7.0,181381.9
4475.59,1.0,2.0,2.0,17.0,3.0,477976.58
,5.0,2.0,,21.0,4.0,339107.53
2796.95,5.0,1.0,1.0,16.0,6.0,368260.37
3319.67,1.0,2.0,,37.0,,412019.83
4668.72,5.0,2.0,2.0,24.0,4.0,541926.92
586.02,4.0,2.0,1.0,31.0,9.0,183968.82
2645.8,5.0,2.0,1.0,14.0,8.0,374648.92
3594.75,1.0,2.0,1.0,,6.0,438618.28
3752.18,3.0,1.0,1.0,25.0,7.0,460886.67
3616.4,4.0,1.0,2.0,49.0,,444898.98
1104.96,,2.0,1.0,10.0,2.0,161734.35
1847.28,1.0,2.0,2.0,,5.0,265405.36
2114.22,2.0,1.0,2.0,32.0,7.0,309509.31
4119.97,3.0,,2.0,49.0,8.0,524287.12
1754.42,2.0,1.0,2.0,36.0,5.0,246088.03
1448.17,1.0,3.0,1.0,,3.0,180276.61
4808.52,1.0,2.0,2.0,0.0,6.0,568253.26
539.88,3.0,2.0,2.0,38.0,5.0,128208.51
4990.19,1.0,1.0,2.0,26.0,8.0,591049.45
,3.0,2.0,1.0,35.0,9.0,458396.6
4228.11,3.0,3.0,1.0,31.0,9.0,556837.64
1825.79,1.0,3.0,1.0,40.0,6.0,247069.25
564.42,5.0,1.0,1.0,14.0,4.0,131362.12
3820.41,3.0,3.0,1.0,30.0,4.0,445865.92
4253.65,1.0,1.0,2.0,5.0,9.0,553551.0
3832.14,5.0,1.0,1.0,24.0,4.0,460367.66
,3.0,3.0,2.0,48.0,8.0,226398.02
,5.0,,1.0,17.0,9.0,514363.81
3960.15,4.0,3.0,2.0,,5.0,497715.29
3463.43,4.0,3.0,1.0,30.0,6.0,411696.64
3947.52,5.0,3.0,,35.0,3.0,473593.7
4306.65,,3.0,1.0,8.0,5.0,523168.8
3261.22,1.0,3.0,2.0,45.0,5.0,403639.37
898.72,2.0,2.0,2.0,2.0,2.0,147850.47
,1.0,1.0,2.0,32.0,6.0,335383.28
849.42,2.0,1.0,2.0,26.0,9.0,198235.14
2333.94,2.0,3.0,2.0,42.0,7.0,325294.07
2331.98,3.0,1.0,2.0,0.0,8.0,332894.17
797.04,5.0,3.0,1.0,43.0,2.0,129780.54
2069.69,1.0,2.0,,8.0,9.0,314849.2
999.49,5.0,1.0,2.0,4.0,3.0,178261.24
4137.06,4.0,1.0,2.0,14.0,5.0,511056.76
4764.6,3.0,2.0,2.0,49.0,7.0,568955.8
825.42,3.0,2.0,2.0,8.0,4.0,149492.32
4798.02,4.0,2.0,2.0,44.0,7.0,594296.32
2851.59,1.0,,2.0,27.0,8.0,382093.27
1848.05,4.0,1.0,,12.0,,255695.6
845.88,1.0,2.0,1.0,,5.0,140930.18
2752.81,2.0,2.0,2.0,44.0,3.0,340798.02
4075.32,3.0,2.0,2.0,9.0,5.0,491668.85
3681.89,,2.0,1.0,41.0,8.0,461990.6
726.02,5.0,2.0,1.0,21.0,3.0,145818.75
828.06,5.0,3.0,2.0,38.0,5.0,177424.98
2312.93,3.0,2.0,1.0,21.0,1.0,283839.37
1828.81,4.0,3.0,1.0,36.0,2.0,249799.01
1545.73,4.0,1.0,1.0,38.0,3.0,201359.69
1764.52,1.0,1.0,2.0,19.0,1.0,201521.01
4115.67,4.0,3.0,2.0,9.0,9.0,540912.8
4681.53,3.0,2.0,1.0,9.0,9.0,607246.64
2322.96,1.0,1.0,2.0,25.0,5.0,288067.21
4577.5,2.0,2.0,2.0,24.0,4.0,521759.72
1946.73,4.0,2.0,2.0,27.0,5.0,282912.27
2643.97,4.0,3.0,1.0,12.0,4.0,351054.19
1517.13,,1.0,1.0,,5.0,220658.79
3382.14,5.0,1.0,1.0,5.0,7.0,450223.67
4905.42,4.0,3.0,1.0,11.0,8.0,619270.6
3215.72,3.0,2.0,2.0,18.0,2.0,368642.26
2110.16,4.0,2.0,2.0,31.0,4.0,279352.41
3415.18,2.0,1.0,2.0,10.0,8.0,442900.3
1053.14,4.0,3.0,1.0,37.0,7.0,206397.01
4498.97,5.0,3.0,1.0,32.0,9.0,575919.82
2763.88,4.0,2.0,2.0,1.0,5.0,361968.61
2522.07,1.0,2.0,1.0,14.0,6.0,352428.35
3136.39,4.0,3.0,1.0,35.0,8.0,446077.23
3311.53,5.0,1.0,2.0,4.0,,415961.2
822.99,1.0,2.0,1.0,14.0,9.0,170833.87
3571.78,3.0,3.0,1.0,42.0,4.0,421875.09
1588.69,1.0,3.0,2.0,9.0,8.0,277869.21
,2.0,3.0,1.0,16.0,3.0,416423.64
4201.41,,1.0,2.0,33.0,5.0,487579.43
,3.0,,2.0,23.0,8.0,
2986.25,4.0,2.0,1.0,9.0,7.0,403998.25
2840.76,1.0,2.0,2.0,29.0,1.0,312899.96
1142.94,1.0,1.0,1.0,2.0,,159848.23
3989.06,1.0,2.0,1.0,36.0,2.0,440674.24
1721.34,1.0,2.0,1.0,2.0,2.0,216833.13
2735.13,3.0,2.0,1.0,39.0,7.0,362906.72
1779.23,5.0,2.0,1.0,4.0,3.0,241272.87
1102.23,5.0,,,27.0,3.0,157888.75
3333.01,1.0,3.0,1.0,43.0,6.0,417416.21
744.49,3.0,3.0,1.0,13.0,6.0,168826.56
3868.9,3.0,2.0,1.0,38.0,1.0,419395.04
1929.14,1.0,2.0,2.0,10.0,1.0,210302.19
500.61,2.0,2.0,2.0,7.0,6.0,127709.25
2800.08,1.0,1.0,1.0,36.0,7.0,345768.6
710.83,2.0,2.0,1.0,7.0,9.0,194370.5
1742.76,1.0,,1.0,11.0,4.0,228793.0
3681.39,2.0,,2.0,14.0,6.0,452509.16
,2.0,2.0,2.0,,3.0,145665.61
4277.02,1.0,3.0,1.0,47.0,4.0,
517.19,2.0,,1.0,,9.0,170773.36
1610.71,4.0,1.0,1.0,27.0,1.0,193250.56
3834.07,5.0,3.0,2.0,6.0,5.0,470063.31
1923.22,3.0,1.0,1.0,39.0,7.0,296586.99
958.52,2.0,3.0,2.0,6.0,3.0,166894.09
2121.05,2.0,1.0,2.0,29.0,2.0,254754.33
1716.77,3.0,3.0,1.0,17.0,2.0,234035.69
4292.2,2.0,1.0,,23.0,1.0,485254.99
1910.07,3.0,1.0,1.0,5.0,5.0,264002.59
4050.2,1.0,2.0,2.0,3.0,,473784.83
4513.42,4.0,3.0,2.0,2.0,7.0,559415.86
,4.0,3.0,1.0,48.0,1.0,297770.32
4594.74,5.0,2.0,1.0,46.0,9.0,600108.42
2197.93,2.0,1.0,2.0,5.0,2.0,261323.38
4838.35,,1.0,2.0,25.0,8.0,577645.74
901.8,1.0,3.0,2.0,43.0,,159250.13
3591.59,4.0,1.0,1.0,37.0,6.0,439589.92
2722.16,1.0,3.0,1.0,10.0,9.0,397658.59
2244.42,1.0,3.0,1.0,28.0,7.0,313177.89
3347.2,2.0,1.0,1.0,19.0,8.0,454795.82
3667.36,1.0,1.0,2.0,9.0,7.0,454000.32
519.63,,1.0,2.0,25.0,2.0,107873.78
1251.29,5.0,2.0,2.0,47.0,9.0,240732.1
3708.71,4.0,3.0,2.0,26.0,1.0,410920.31
3498.73,2.0,1.0,2.0,49.0,2.0,370104.24
4847.21,,2.0,1.0,13.0,3.0,536219.5
3924.67,3.0,1.0,1.0,35.0,3.0,447251.64
4778.48,5.0,3.0,2.0,11.0,4.0,561617.88
3661.43,3.0,2.0,2.0,22.0,5.0,434042.71
1841.23,3.0,3.0,2.0,20.0,6.0,275156.09
974.14,2.0,1.0,2.0,7.0,1.0,136050.39
4018.21,1.0,1.0,,38.0,8.0,499007.87
3398.67,3.0,1.0,2.0,8.0,6.0,436236.02
716.84,4.0,2.0,2.0,23.0,9.0,194268.72
2120.23,1.0,2.0,2.0,30.0,5.0,300994.21
4805.6,4.0,2.0,1.0,24.0,7.0,593580.13
2751.81,4.0,2.0,2.0,16.0,4.0,340239.43
2447.28,1.0,1.0,2.0,41.0,6.0,322649.39
2559.65,,1.0,1.0,28.0,6.0,325556.08
1439.97,4.0,1.0,1.0,,4.0,211946.26
2159.18,2.0,2.0,2.0,20.0,6.0,302016.43
2164.16,5.0,2.0,1.0,7.0,8.0,330356.42
,5.0,1.0,1.0,13.0,5.0,166049.97
3954.05,2.0,1.0,2.0,38.0,2.0,425022.67
2374.27,1.0,2.0,1.0,15.0,9.0,340825.36
4199.81,4.0,,2.0,17.0,4.0,511182.94
4326.57,5.0,1.0,2.0,30.0,4.0,526361.76
1453.97,4.0,1.0,2.0,10.0,7.0,241427.75
3458.09,2.0,1.0,1.0,37.0,6.0,405943.75
2625.27,4.0,2.0,1.0,,4.0,347125.45
4460.71,2.0,1.0,2.0,45.0,6.0,522021.42
1470.83,1.0,1.0,2.0,44.0,3.0,191306.5
3550.16,2.0,1.0,1.0,3.0,7.0,444759.28
3234.88,2.0,1.0,2.0,19.0,6.0,408623.95
1828.86,5.0,1.0,1.0,30.0,3.0,245524.87
1114.7,4.0,3.0,1.0,19.0,1.0,156435.39
3432.38,5.0,3.0,1.0,10.0,5.0,447276.78
3823.69,,1.0,1.0,49.0,,422570.01
1920.32,2.0,1.0,1.0,0.0,7.0,278320.0
3401.75,3.0,1.0,1.0,43.0,7.0,424844.81
2278.09,5.0,1.0,2.0,17.0,4.0,294550.15
3709.43,4.0,2.0,2.0,,6.0,467961.88
1396.47,5.0,2.0,1.0,43.0,1.0,187775.27
4505.97,4.0,2.0,1.0,32.0,2.0,500809.55
1793.34,4.0,3.0,2.0,35.0,6.0,267946.73
2155.04,1.0,1.0,2.0,17.0,2.0,229878.72
761.41,2.0,,2.0,46.0,4.0,134627.08
1001.8,5.0,1.0,2.0,30.0,4.0,174546.15
2821.38,4.0,1.0,,34.0,9.0,404784.77
1704.17,5.0,3.0,2.0,38.0,7.0,
4259.66,5.0,3.0,2.0,37.0,7.0,536994.9
566.12,,2.0,2.0,,1.0,87991.17
2205.92,3.0,,1.0,46.0,,288255.23
2018.05,,,2.0,5.0,3.0,289637.66
586.97,2.0,3.0,1.0,7.0,3.0,137739.33
1059.66,1.0,1.0,2.0,39.0,6.0,180446.9
2361.39,1.0,1.0,2.0,21.0,4.0,
2717.89,1.0,2.0,2.0,0.0,8.0,375876.21
2319.3,2.0,2.0,2.0,12.0,4.0,316676.99
2889.22,3.0,3.0,2.0,23.0,8.0,
3178.09,2.0,2.0,1.0,20.0,4.0,377003.95
544.66,2.0,1.0,2.0,,3.0,111928.5
2588.43,2.0,3.0,1.0,42.0,5.0,314966.25
4835.75,2.0,1.0,1.0,3.0,5.0,542929.39
2835.65,3.0,3.0,2.0,6.0,1.0,326315.48
3548.94,1.0,3.0,1.0,11.0,8.0,471710.26
1903.39,5.0,1.0,,12.0,8.0,300331.19
,1.0,2.0,2.0,43.0,8.0,476965.72
3978.15,1.0,2.0,2.0,15.0,4.0,452893.17
2845.83,5.0,2.0,1.0,5.0,,410873.44
4892.06,2.0,2.0,2.0,13.0,3.0,545931.06
1064.98,3.0,1.0,1.0,47.0,7.0,193380.33
576.26,3.0,3.0,2.0,30.0,6.0,163302.74
3965.71,1.0,1.0,2.0,35.0,9.0,494450.67
4132.2,5.0,2.0,1.0,36.0,4.0,482192.44
1040.93,4.0,2.0,1.0,40.0,4.0,173559.97
1695.12,2.0,1.0,1.0,34.0,6.0,245138.49
578.99,1.0,3.0,1.0,9.0,8.0,159085.7
1819.89,3.0,1.0,1.0,16.0,3.0,216758.85
3979.14,,,1.0,41.0,8.0,499815.01
2830.82,5.0,1.0,2.0,29.0,8.0,403356.36
2066.43,1.0,3.0,,43.0,7.0,296254.85
2172.83,4.0,1.0,2.0,6.0,7.0,
506.09,,1.0,2.0,,5.0,130234.55
1849.1,1.0,2.0,2.0,18.0,2.0,221030.79
3409.06,4.0,1.0,2.0,14.0,2.0,405796.39
4883.87,5.0,2.0,2.0,38.0,8.0,597096.45
4311.77,2.0,,1.0,43.0,6.0,492825.42
606.18,3.0,2.0,2.0,21.0,8.0,174858.78
4543.52,3.0,3.0,2.0,38.0,3.0,510913.25
4024.39,4.0,2.0,2.0,41.0,1.0,443672.23
4011.69,1.0,1.0,1.0,29.0,6.0,459649.24
2560.98,5.0,1.0,1.0,19.0,2.0,307343.41
2291.02,4.0,2.0,1.0,31.0,9.0,354749.95
1863.12,2.0,2.0,1.0,41.0,5.0,261437.79
795.63,2.0,1.0,2.0,24.0,5.0,136380.23
1527.06,2.0,2.0,1.0,22.0,8.0,241764.79
1609.72,4.0,3.0,2.0,4.0,,271146.82
2678.35,5.0,2.0,1.0,49.0,3.0,326239.27
3863.5,3.0,3.0,,40.0,9.0,501782.37
2632.14,1.0,3.0,1.0,29.0,,325238.01
760.3,3.0,3.0,1.0,47.0,4.0,
4810.05,5.0,2.0,2.0,38.0,2.0,542144.53
4742.26,3.0,3.0,1.0,26.0,3.0,
4033.35,4.0,3.0,2.0,41.0,4.0,491973.92
4960.98,,2.0,2.0,36.0,7.0,586315.72
2950.17,5.0,3.0,2.0,6.0,,385774.72
4832.46,5.0,2.0,2.0,4.0,8.0,613321.17
840.22,3.0,1.0,2.0,14.0,8.0,197952.24
2145.56,4.0,3.0,2.0,41.0,2.0,262288.31
1514.22,3.0,2.0,2.0,7.0,4.0,
1381.25,3.0,1.0,1.0,8.0,8.0,260477.38
1133.61,5.0,3.0,2.0,10.0,1.0,159649.1
3300.86,3.0,3.0,1.0,21.0,1.0,392801.37
4015.95,2.0,2.0,1.0,33.0,4.0,479467.83
,3.0,1.0,2.0,34.0,2.0,358753.62
1161.33,2.0,2.0,2.0,12.0,1.0,140265.55
4150.06,5.0,3.0,1.0,10.0,8.0,539840.18
3361.8,4.0,3.0,1.0,31.0,2.0,401905.66
2246.75,2.0,3.0,2.0,41.0,4.0,280216.94
3533.59,4.0,3.0,2.0,14.0,3.0,434321.32
1669.57,4.0,1.0,1.0,37.0,2.0,210636.89
2053.36,2.0,1.0,1.0,0.0,8.0,299646.04
4628.69,5.0,2.0,2.0,45.0,3.0,517676.85
1807.27,1.0,2.0,1.0,49.0,9.0,297517.5
2614.95,4.0,2.0,1.0,23.0,5.0,
4505.64,4.0,3.0,2.0,42.0,9.0,577514.55
3684.75,5.0,2.0,1.0,39.0,3.0,433023.24
779.91,5.0,1.0,2.0,21.0,5.0,159112.72
1162.86,3.0,2.0,2.0,2.0,,192808.81
535.29,5.0,2.0,2.0,13.0,9.0,198813.89
3339.15,4.0,1.0,1.0,1.0,8.0,
2514.53,2.0,1.0,2.0,31.0,,297796.81
1104.24,1.0,3.0,1.0,47.0,2.0,145481.7
4810.7,3.0,,2.0,37.0,5.0,552591.38
,2.0,1.0,2.0,32.0,5.0,358146.24
1588.52,1.0,2.0,1.0,45.0,5.0,232163.58
,1.0,1.0,1.0,41.0,4.0,340001.96
3558.29,1.0,3.0,1.0,5.0,8.0,460341.49
843.08,2.0,2.0,2.0,,5.0,152831.83
1736.17,3.0,3.0,,38.0,1.0,212559.91
4131.34,3.0,1.0,2.0,24.0,5.0,480370.99
2568.49,1.0,3.0,1.0,33.0,1.0,315713.63
2959.6,2.0,3.0,2.0,10.0,4.0,354144.11
2447.67,1.0,1.0,2.0,45.0,1.0,290630.98
697.55,5.0,1.0,2.0,36.0,6.0,
1245.87,3.0,2.0,2.0,40.0,6.0,210761.23
2504.94,4.0,2.0,1.0,6.0,1.0,
1441.33,1.0,2.0,1.0,45.0,8.0,236728.34
724.91,,1.0,2.0,47.0,4.0,135453.54
4296.42,3.0,3.0,2.0,21.0,2.0,501245.59
4915.37,2.0,3.0,1.0,47.0,1.0,532447.29
4069.14,,2.0,1.0,38.0,3.0,478023.17
4342.03,2.0,2.0,1.0,9.0,7.0,526498.94
1588.9,2.0,1.0,1.0,20.0,8.0,256303.42
4822.82,1.0,3.0,1.0,5.0,5.0,559307.97
1386.17,1.0,2.0,1.0,,7.0,217278.9
4781.43,3.0,1.0,2.0,,2.0,515852.61
4976.69,5.0,2.0,1.0,33.0,4.0,580262.74
3702.75,3.0,1.0,1.0,13.0,6.0,456085.29
,4.0,3.0,2.0,35.0,5.0,581042.62
3062.93,2.0,1.0,1.0,26.0,6.0,386122.44
1667.94,2.0,2.0,1.0,8.0,2.0,208072.58
2466.48,1.0,2.0,1.0,5.0,7.0,337800.0
3171.02,5.0,3.0,2.0,30.0,8.0,451722.32
828.87,1.0,3.0,1.0,16.0,9.0,208673.47
3300.54,4.0,2.0,2.0,42.0,6.0,436935.88
4915.3,3.0,2.0,1.0,35.0,7.0,575434.46
1355.48,3.0,2.0,2.0,20.0,1.0,166921.75
4066.68,5.0,3.0,1.0,26.0,9.0,528948.75
4585.54,1.0,2.0,1.0,40.0,6.0,526071.87
4746.66,1.0,,1.0,27.0,4.0,534914.01
4820.61,4.0,2.0,2.0,15.0,9.0,613431.6
2846.57,,1.0,1.0,34.0,1.0,324502.49
4897.89,1.0,1.0,1.0,35.0,2.0,513850.42
3907.9,5.0,2.0,,34.0,3.0,464729.73
1227.52,3.0,1.0,2.0,44.0,1.0,164731.96
2646.05,4.0,3.0,2.0,,2.0,323452.42
3732.49,5.0,1.0,1.0,20.0,2.0,421436.03
1613.03,2.0,1.0,2.0,32.0,7.0,248564.15
3382.77,4.0,,1.0,22.0,6.0,421120.79
3499.7,5.0,1.0,2.0,5.0,9.0,
1232.15,,1.0,2.0,31.0,,172966.51
3042.88,,2.0,1.0,21.0,9.0,
3972.32,4.0,3.0,1.0,2.0,9.0,526522.58
2745.03,1.0,3.0,1.0,34.0,2.0,311599.04
,2.0,2.0,1.0,15.0,9.0,159659.46
540.67,3.0,2.0,2.0,41.0,3.0,116276.99
2106.63,1.0,1.0,2.0,24.0,3.0,259207.77
4667.87,5.0,1.0,2.0,16.0,9.0,587035.47
1529.05,4.0,1.0,1.0,38.0,7.0,263281.47
3354.64,2.0,2.0,1.0,12.0,8.0,440406.99
1499.34,1.0,3.0,2.0,27.0,7.0,246394.41
1947.51,3.0,1.0,2.0,10.0,9.0,311344.06
4316.19,4.0,2.0,1.0,9.0,8.0,
3779.88,4.0,3.0,2.0,38.0,4.0,447449.55
929.3,1.0,,2.0,23.0,2.0,129594.69
2429.16,3.0,1.0,2.0,37.0,5.0,
631.26,2.0,2.0,1.0,23.0,2.0,87012.89
2664.01,1.0,2.0,2.0,32.0,4.0,310005.71
3480.95,2.0,2.0,1.0,16.0,2.0,385819.46
1033.26,4.0,2.0,2.0,43.0,,166785.17
1799.98,2.0,3.0,1.0,35.0,6.0,252830.9
2290.26,3.0,1.0,2.0,34.0,1.0,
4637.89,,3.0,2.0,5.0,8.0,590406.38
,3.0,2.0,2.0,15.0,2.0,540506.02
702.1,2.0,2.0,1.0,44.0,5.0,139809.57
3924.54,1.0,1.0,2.0,27.0,8.0,486203.91
2172.76,4.0,1.0,2.0,40.0,5.0,303922.03
2266.06,5.0,3.0,1.0,31.0,3.0,281610.57
3894.19,1.0,3.0,1.0,25.0,6.0,464154.62
4632.92,1.0,1.0,2.0,10.0,1.0,483321.88
4779.18,3.0,3.0,2.0,24.0,1.0,529029.36
3097.05,2.0,2.0,2.0,30.0,8.0,442623.95
2107.05,3.0,2.0,2.0,20.0,7.0,317568.81
4043.97,2.0,1.0,2.0,44.0,3.0,445938.23
1629.51,3.0,3.0,1.0,2.0,8.0,269418.18
3038.33,1.0,2.0,,11.0,8.0,393248.78
2113.6,4.0,1.0,1.0,39.0,1.0,252591.45
3454.84,2.0,,1.0,45.0,7.0,432536.22
1581.8,5.0,2.0,2.0,40.0,2.0,211639.17
1362.17,5.0,3.0,1.0,24.0,2.0,216989.69
4632.08,1.0,3.0,2.0,16.0,2.0,494861.77
958.12,3.0,,1.0,37.0,5.0,180116.84
2776.81,3.0,1.0,1.0,35.0,7.0,356644.61
1493.84,1.0,2.0,2.0,35.0,4.0,223746.71
675.18,,1.0,2.0,18.0,4.0,132532.22
662.08,5.0,2.0,1.0,43.0,,
1288.5,3.0,2.0,2.0,1.0,9.0,235568.23
4400.47,2.0,1.0,2.0,16.0,7.0,545379.78
1771.15,,1.0,1.0,29.0,4.0,250512.24
4777.07,2.0,2.0,,,8.0,569945.07
3117.3,5.0,2.0,1.0,,3.0,385859.83
2464.76,2.0,2.0,2.0,34.0,3.0,309249.27
3110.4,4.0,3.0,2.0,35.0,7.0,422568.32
2825.14,2.0,2.0,2.0,32.0,9.0,392228.53
3914.49,2.0,1.0,1.0,0.0,,450468.13
1771.23,2.0,,2.0,17.0,4.0,237823.25
2088.73,2.0,1.0,1.0,3.0,1.0,
4523.42,1.0,2.0,1.0,46.0,1.0,479487.19
4759.05,5.0,2.0,1.0,26.0,3.0,532492.54
4516.51,4.0,,1.0,24.0,7.0,554368.97
2387.52,5.0,3.0,1.0,27.0,9.0,368450.34
4011.64,1.0,1.0,1.0,,4.0,456674.03
,1.0,3.0,1.0,41.0,2.0,289870.4
2738.93,1.0,3.0,2.0,24.0,6.0,362632.01
1421.06,1.0,1.0,,16.0,6.0,221713.85
3160.09,2.0,2.0,2.0,43.0,,427893.02
1337.61,5.0,3.0,,11.0,4.0,
1992.04,3.0,2.0,2.0,15.0,8.0,308178.98
4347.64,4.0,1.0,2.0,36.0,3.0,491186.4
1431.84,1.0,,2.0,15.0,2.0,173772.93
820.21,5.0,3.0,,16.0,9.0,216157.16
810.53,1.0,1.0,2.0,30.0,6.0,148636.45
4733.53,1.0,1.0,2.0,14.0,8.0,566759.22
2781.14,1.0,1.0,2.0,12.0,9.0,380538.13
2342.35,1.0,3.0,1.0,39.0,1.0,253623.06
4148.95,1.0,3.0,2.0,26.0,,436638.97
4261.22,4.0,3.0,2.0,20.0,5.0,519914.29
1994.86,5.0,1.0,2.0,1.0,9.0,333324.8
3621.28,1.0,2.0,2.0,7.0,7.0,471270.45
,1.0,1.0,1.0,41.0,7.0,484780.68
3445.93,1.0,3.0,2.0,6.0,2.0,404435.15
1182.18,,2.0,1.0,9.0,3.0,170710.2
4441.47,2.0,2.0,1.0,3.0,4.0,511739.36
2925.93,2.0,3.0,2.0,42.0,2.0,333301.38
1771.13,3.0,2.0,2.0,40.0,9.0,285090.56
,1.0,2.0,1.0,35.0,5.0,308258.11
669.07,3.0,3.0,2.0,34.0,7.0,163757.07
1075.4,4.0,2.0,2.0,42.0,9.0,228234.18
3944.96,3.0,2.0,2.0,2.0,5.0,454118.35
,5.0,3.0,1.0,17.0,6.0,160276.39
2374.55,2.0,2.0,1.0,45.0,4.0,285107.56
,2.0,2.0,2.0,42.0,8.0,372452.21
745.85,,,2.0,23.0,1.0,112209.58
4878.85,1.0,2.0,1.0,31.0,1.0,523315.75
1517.56,4.0,3.0,1.0,33.0,5.0,238311.31
1868.89,4.0,1.0,1.0,1.0,9.0,299517.83
1867.74,5.0,1.0,1.0,1.0,2.0,248756.81
1536.87,1.0,2.0,1.0,9.0,3.0,196196.97
506.63,1.0,3.0,1.0,22.0,8.0,153686.62
3782.05,4.0,3.0,1.0,14.0,5.0,482888.1
4850.8,4.0,2.0,2.0,,3.0,556632.66
1509.32,4.0,1.0,1.0,42.0,6.0,232070.43
3483.71,2.0,2.0,1.0,16.0,,429412.08
3838.53,3.0,3.0,2.0,17.0,5.0,472891.27
4317.91,3.0,3.0,2.0,13.0,5.0,523851.07
2401.83,1.0,1.0,2.0,16.0,6.0,303727.8
1863.19,2.0,3.0,1.0,14.0,2.0,249601.57
1963.83,4.0,3.0,1.0,11.0,6.0,293601.61
3706.8,1.0,3.0,2.0,15.0,2.0,417634.75
,2.0,1.0,2.0,31.0,3.0,472487.21
1317.26,5.0,3.0,2.0,22.0,2.0,197911.28
2169.23,2.0,2.0,1.0,37.0,1.0,255333.26
4558.73,1.0,1.0,2.0,33.0,1.0,476802.74
4130.12,3.0,,1.0,33.0,9.0,529405.33
4931.86,4.0,2.0,1.0,15.0,4.0,569339.73
3894.12,5.0,1.0,1.0,33.0,5.0,471551.06
2269.38,2.0,,1.0,39.0,,321733.03
3157.87,1.0,1.0,2.0,6.0,2.0,363106.94
3474.56,1.0,2.0,2.0,32.0,9.0,465982.25
853.05,4.0,1.0,2.0,3.0,4.0,149772.22
2950.24,1.0,3.0,,42.0,1.0,340166.01
3691.94,1.0,3.0,2.0,6.0,,462988.89
1252.95,4.0,2.0,1.0,17.0,4.0,192582.97
4012.84,5.0,3.0,1.0,3.0,7.0,518306.11
3126.98,3.0,1.0,1.0,48.0,3.0,346435.41
4785.0,,2.0,2.0,10.0,,604298.22
690.9,2.0,3.0,1.0,42.0,5.0,
1693.97,5.0,3.0,1.0,19.0,5.0,257470.76
3206.99,2.0,2.0,2.0,10.0,3.0,383333.5
1834.52,3.0,3.0,2.0,14.0,9.0,321020.48
3714.91,4.0,3.0,2.0,45.0,3.0,420135.79
3915.52,1.0,2.0,1.0,16.0,2.0,432094.44
,3.0,3.0,1.0,33.0,9.0,222265.08
2812.35,5.0,3.0,2.0,49.0,9.0,404262.9
2790.01,3.0,3.0,1.0,47.0,4.0,336651.69
2161.76,5.0,3.0,,11.0,4.0,296098.29
4698.16,5.0,2.0,2.0,41.0,6.0,564745.42
4223.78,5.0,1.0,2.0,27.0,9.0,537471.36
3637.44,2.0,1.0,,47.0,8.0,462899.71
3714.47,4.0,3.0,2.0,34.0,3.0,445908.36
2577.72,3.0,3.0,2.0,7.0,6.0,362131.26
4644.48,4.0,1.0,2.0,26.0,7.0,574829.94
3625.68,1.0,3.0,2.0,21.0,6.0,456822.47
3780.41,3.0,1.0,2.0,23.0,3.0,434274.87
4377.61,4.0,2.0,1.0,1.0,9.0,552314.64
1733.32,,2.0,1.0,30.0,4.0,255906.91
4131.82,1.0,2.0,1.0,21.0,2.0,463648.68
1378.58,5.0,,1.0,0.0,9.0,
2054.04,3.0,2.0,1.0,13.0,3.0,256710.8
2010.25,3.0,2.0,1.0,24.0,6.0,295770.8
,1.0,1.0,1.0,35.0,5.0,530132.66
4354.42,5.0,3.0,1.0,35.0,2.0,501425.56
3655.26,3.0,1.0,1.0,40.0,1.0,407493.89
3771.76,3.0,2.0,1.0,2.0,9.0,494964.42
3029.33,3.0,3.0,1.0,4.0,3.0,373554.98
4761.91,5.0,3.0,2.0,0.0,7.0,599201.3
2733.16,1.0,2.0,1.0,,9.0,392149.19
2212.33,3.0,2.0,2.0,32.0,9.0,
1233.66,4.0,2.0,1.0,41.0,6.0,208738.86
4037.93,5.0,2.0,,29.0,8.0,507800.92
3805.0,2.0,2.0,1.0,11.0,9.0,496242.46
2229.6,1.0,2.0,2.0,9.0,3.0,275461.87
613.37,4.0,3.0,1.0,33.0,6.0,138391.34
4275.49,3.0,2.0,2.0,15.0,5.0,499482.58
